Division of Management Information Course Information System,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Enrollments and IUs by Course, Subject, and Offering Department",,,,,,,,,,,,,,,,
2018-19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018-19 courses are still in progress. Final figures will be available by the end of September.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1. By Term and Course,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Course,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KL,1-306,All,100,558,43,0,1,0,602,"1,138.00",120,0,3,0,"1,261.00"
FA18,KL,1-306,All,200,81,61,0,0,0,142,210,222,0,0,0,432
FA18,KL,1-306,All,400,0,2,0,6,5,13,0,4,0,12,10,26
FA18,KL,1-342,All,100,16,6,0,0,0,22,30,6,0,0,0,36
FA18,KL,1-342,All,200,150,174,0,1,0,325,446,507,0,3,0,956
FA18,KL,1-342,All,300,9,95,0,0,0,104,27,285,0,0,0,312
FA18,KL,1-342,All,400,0,53,0,101,0,154,0,158,0,249,0,407
FA18,KL,1-342,All,500,0,0,0,18,0,18,0,0,0,63,0,63
FA18,KL,1-402,All,100,21,6,0,0,0,27,63,18,0,0,0,81
FA18,KL,1-402,All,200,11,32,0,0,0,43,32,88,0,0,0,120
FA18,KL,1-402,All,400,3,13,0,0,0,16,9,39,0,0,0,48
FA18,KL,1-470,All,100,427,213,0,2,0,642,"1,410.00",634,0,4,0,"2,048.00"
FA18,KL,1-470,All,200,384,570,1,4,1,960,"1,196.00","1,709.00",3,11,3,"2,922.00"
FA18,KL,1-470,All,300,68,337,0,1,0,406,148,930,0,3,0,"1,081.00"
FA18,KL,1-470,All,400,30,531,0,26,4,591,93,"1,650.00",0,83,14,"1,840.00"
FA18,KL,1-470,All,500,2,7,0,107,152,268,6,17,0,302,658,983
FA18,KL,1-538,All,100,281,58,0,0,0,339,945,157,0,0,0,"1,102.00"
FA18,KL,1-538,All,200,640,556,0,0,1,"1,197.00","1,808.00","1,610.00",0,0,3,"3,421.00"
FA18,KL,1-538,All,300,25,206,0,1,0,232,71,611,0,3,0,685
FA18,KL,1-538,All,400,29,319,0,74,32,454,67,866,0,238,108,"1,279.00"
FA18,KL,1-538,All,500,1,1,0,167,113,282,4,3,0,499,433,939
FA18,KL,1-698,All,100,899,294,0,1,0,"1,194.00","2,574.00",816,0,2,0,"3,392.00"
FA18,KL,1-698,All,200,67,116,0,1,0,184,172,303,0,4,0,479
FA18,KL,1-698,All,300,36,165,0,2,2,205,92,424,0,5,8,529
FA18,KL,1-698,All,400,12,336,0,135,30,513,36,996,0,409,95,"1,536.00"
FA18,KL,1-698,All,500,0,1,0,123,103,227,0,3,0,475,582,"1,060.00"
FA18,KL,1-741,All,100,108,63,0,0,0,171,204,133,0,0,0,337
FA18,KL,1-741,All,200,80,104,0,4,1,189,179,280,0,12,3,474
FA18,KL,1-741,All,300,43,165,0,0,0,208,129,495,0,0,0,624
FA18,KL,1-741,All,400,20,327,0,58,18,423,55,868,0,201,63,"1,187.00"
FA18,KL,1-741,All,500,1,2,0,65,55,123,4,5,0,243,366,618
FA18,KL,1-793,All,100,418,253,0,0,0,671,"1,090.00",703,0,0,0,"1,793.00"
FA18,KL,1-793,All,200,83,184,0,0,0,267,249,495,0,0,0,744
FA18,KL,1-793,All,300,20,136,0,2,0,158,69,457,0,8,0,534
FA18,KL,1-793,All,400,3,184,0,0,2,189,9,651,0,0,8,668
FA18,KL,1-793,All,500,0,1,0,7,86,94,0,4,0,28,352,384
FA18,KL,1-802,All,100,240,294,0,3,2,539,701,809,0,7,5,"1,522.00"
FA18,KL,1-802,All,200,34,245,0,1,0,280,99,729,0,2,0,830
FA18,KL,1-802,All,300,10,51,0,5,1,67,28,173,0,19,4,224
FA18,KL,1-802,All,400,7,163,2,154,67,393,20,390,8,500,229,"1,147.00"
FA18,KL,1-802,All,500,0,0,0,119,132,251,0,0,0,333,545,878
FA18,KL,1-875,All,100,186,181,1,1,1,370,558,543,3,3,3,"1,110.00"
FA18,KL,1-875,All,200,51,210,0,0,0,261,147,624,0,0,0,771
FA18,KL,1-875,All,300,3,158,0,0,0,161,9,501,0,0,0,510
FA18,KL,1-875,All,400,5,247,0,70,14,336,18,865,0,235,46,"1,164.00"
FA18,KL,1-875,All,500,0,6,0,162,102,270,0,8,0,421,421,850
FA18,KL,1-971,All,500,0,0,0,62,79,141,0,0,0,220,377,597
,,,,,,,,,,,,,,,,
6. By Term and Department,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KL,1-306,All,All,639,106,0,7,5,757,"1,348.00",346,0,15,10,"1,719.00"
FA18,KL,1-342,All,All,175,328,0,120,0,623,503,956,0,315,0,"1,774.00"
FA18,KL,1-402,All,All,35,51,0,0,0,86,104,145,0,0,0,249
FA18,KL,1-470,All,All,911,"1,658.00",1,140,157,"2,867.00","2,853.00","4,940.00",3,403,675,"8,874.00"
FA18,KL,1-538,All,All,976,"1,140.00",0,242,146,"2,504.00","2,895.00","3,247.00",0,740,544,"7,426.00"
FA18,KL,1-698,All,All,"1,014.00",912,0,262,135,"2,323.00","2,874.00","2,542.00",0,895,685,"6,996.00"
FA18,KL,1-741,All,All,252,661,0,127,74,"1,114.00",571,"1,781.00",0,456,432,"3,240.00"
FA18,KL,1-793,All,All,524,758,0,9,88,"1,379.00","1,417.00","2,310.00",0,36,360,"4,123.00"
FA18,KL,1-802,All,All,291,753,2,282,202,"1,530.00",848,"2,101.00",8,861,783,"4,601.00"
FA18,KL,1-875,All,All,245,802,1,233,117,"1,398.00",732,"2,541.00",3,659,470,"4,405.00"
FA18,KL,1-971,All,All,0,0,0,62,79,141,0,0,0,220,377,597
,,,,,,,,,,,,,,,,
"7. By Term, College, and Level",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KL,All,All,100,"3,154.00","1,411.00",1,8,3,"4,577.00","8,713.00","3,939.00",3,19,8,"12,682.00"
FA18,KL,All,All,200,"1,581.00","2,252.00",1,11,3,"3,848.00","4,538.00","6,567.00",3,32,9,"11,149.00"
FA18,KL,All,All,300,214,"1,313.00",0,11,3,"1,541.00",573,"3,876.00",0,38,12,"4,499.00"
FA18,KL,All,All,400,109,"2,175.00",2,624,172,"3,082.00",307,"6,487.00",8,"1,927.00",573,"9,302.00"
FA18,KL,All,All,500,4,18,0,830,822,"1,674.00",14,40,0,"2,584.00","3,734.00","6,372.00"
,,,,,,,,,,,,,,,,
8. By Term and College,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Term,College,Dept,Subject,Level,Course Enrollment by student level,,,,,,IUs by student level,,,,,
,,,,,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total,Fr/,Junior/,Profnl,Grad 1,Grad 2,Total
,,,,,Soph,Senior,,,,,Soph,Senior,,,,
FA18,KL,All,All,All,"5,062.00","7,169.00",4,"1,484.00","1,003.00","14,722.00","14,145.00","20,909.00",14,"4,600.00","4,336.00","44,004.00"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Division of Management Information,,,,,,,,,,,,,,,,
100 Swanlund Administration Building,,,,,,,,,,,,,,,,
"601 East John Street, MC304",,,,,,,,,,,,,,,,
"Champaign, IL 61820",,,,,,,,,,,,,,,,
phone: (217) 333-3551 | fax: (217) 244-2098 | email: dmi@illinois.edu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
© Copyright 2018 University of Illinois Board of Trustees,,,,,,,,,,,,,,,,
